Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
330206966,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
330211794,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
330212034,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
330282015,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
330311451,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
330311693,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
330356948,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
330410932,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
330411163,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
330432052,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
330506971,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
330510578,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
330510835,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
330582032,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
330610086,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
330610316,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
330657012,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
330709683,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
330709921,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
330732029,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
330807027,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
330809393,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
330809624,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
330882086,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
330908932,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
330909163,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
330957010,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
331008508,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
331008745,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
331031997,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
331107087,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
331108081,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
331108313,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
331181988,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
331207851,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
331208081,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
331257091,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
331307433,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
331307672,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
331332069,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
331406897,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
331407127,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
331407358,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
331482028,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
331506641,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
331507101,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
331557089,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
331606137,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
331606370,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
331632028,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
331705889,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
331705895,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
331707083,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
331781936,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
331805406,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
331805636,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
331857037,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
331904860,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
331905278,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
331932086,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
332004615,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
332004864,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
332007015,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
332082082,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
332104199,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
332104429,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
332157010,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
